dy;wbc;miny;minx;im;maxx;maxy;r;dx;;;;
126;ne;498;980;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7014_182_2450.bmp;1108;624;19.0;128;;;;
104;mo;563;1042;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7014_182_2450.bmp;1167;667;19.0;125;;;;
126;rly;142;875;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7024_236_2300.bmp;977;268;25.0;102;;;;
88;ly;772;396;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7111_182_2450.bmp;499;860;19.0;103;;;;
135;ne;653;929;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7111_182_2450.bmp;1058;788;19.0;129;;;;
122;mo;263;956;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7127_182_2450.bmp;1084;385;19.0;128;;;;
122;ne;560;1107;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7209_182_2450.bmp;1222;682;19.0;115;;;;
120;un;209;999;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7209_182_2450.bmp;1119;329;19.0;120;;;;
120;rly;759;984;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7354_182_2450.bmp;1095;879;19.0;111;;;;
87;ly;455;696;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7367_303_2350.bmp;788;542;25.0;92;;;;
95;ly;484;212;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7368_303_2250.bmp;310;579;25.0;98;;;;
127;mo;720;263;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7388_182_2450.bmp;410;847;19.0;147;;;;
105;un;822;1013;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7491_236_2400.bmp;1113;927;19.0;100;;;;
137;mo;799;459;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7495_204_2450.bmp;608;936;19.0;149;;;;
129;mo;18;112;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7503_182_2500.bmp;266;147;19.0;154;;;;
88;rly;821;637;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7503_182_2500.bmp;731;909;19.0;94;;;;
80;rly;84;1036;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7809_182_2500.bmp;1125;164;19.0;89;;;;
111;rly;887;529;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7821_343_2350.bmp;631;998;19.0;102;;;;
56;target cell;393;369;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7821_343_2350.bmp;423;449;19.0;54;;;;
150;mo;248;395;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7847_208_2350.bmp;550;398;19.0;155;;;;
81;ly;393;329;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7873_426_2250.bmp;424;474;27.0;95;;;;
86;rly;436;794;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7874_182_2450.bmp;892;522;19.0;98;;;;
137;ne;215;46;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7874_182_2450.bmp;197;352;19.0;151;;;;
91;rly;656;834;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7908_182_2500.bmp;915;747;19.0;81;;;;
133;mo;55;547;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_7940_343_2350.bmp;702;188;19.0;155;;;;
104;rly;819;527;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8026_426_2200.bmp;614;923;25.0;87;;;;
113;un;475;135;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8055_208_2350.bmp;243;588;19.0;108;;;;
94;rly;10;727;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8103_182_2500.bmp;846;104;19.0;119;;;;
110;ne;755;25;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8103_182_2500.bmp;147;865;19.0;122;;;;
104;rly;834;862;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8103_182_2500.bmp;993;938;19.0;131;;;;
133;mo;864;232;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8103_182_2500.bmp;410;997;19.0;178;;;;
96;mo;897;173;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8135_205_2400.bmp;277;993;19.0;104;;;;
147;mo;649;590;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8153_182_2550.bmp;720;796;19.0;130;;;;
110;rly;58;530;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8299_185_2500.bmp;638;168;25.0;108;;;;
106;mo;875;144;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8311_206_2400.bmp;256;981;19.0;112;;;;
132;mo;529;600;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8407_371_2300.bmp;715;661;25.0;115;;;;
112;ne;580;568;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8511_182_2600.bmp;667;692;19.0;99;;;;
83;ly;74;780;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8511_182_2600.bmp;864;157;19.0;84;;;;
142;mo;535;1014;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8527_179_2550.bmp;1150;677;19.0;136;;;;
120;ne;854;1116;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8558_343_2350.bmp;1230;974;27.0;114;;;;
98;rly;860;532;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8570_371_2350.bmp;623;958;25.0;91;;;;
132;mo;492;210;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8602_303_2300.bmp;344;624;25.0;134;;;;
50;target cell;463;624;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8602_303_2300.bmp;677;513;25.0;53;;;;
132;mo;431;720;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8602_303_2350.bmp;842;563;25.0;122;;;;
52;target cell;148;466;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8602_303_2350.bmp;522;200;25.0;56;;;;
127;mo;573;1158;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8607_179_2600.bmp;1272;700;19.0;114;;;;
106;mo;167;226;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8607_179_2600.bmp;344;273;19.0;118;;;;
94;ne;653;729;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8607_179_2600.bmp;842;747;19.0;113;;;;
113;rly;849;488;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8631_209_2450.bmp;605;962;19.0;117;;;;
126;mo;799;243;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8655_179_2650.bmp;367;925;19.0;124;;;;
128;mo;742;965;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8655_179_2650.bmp;1093;870;19.0;128;;;;
81;ly;874;865;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8703_183_2550.bmp;943;955;25.0;78;;;;
107;my;616;438;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8746_317_2250.bmp;576;723;25.0;138;;;;
92;ly;898;1109;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8816_183_2600.bmp;1193;990;25.0;84;;;;
155;mo;745;383;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8855_209_2500.bmp;527;900;19.0;144;;;;
77;ly;674;279;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8946_183_2600.bmp;370;751;19.0;91;;;;
138;mo;846;659;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_8946_183_2600.bmp;799;984;19.0;140;;;;
117;mo;722;575;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9028_183_2600.bmp;707;839;25.0;132;;;;
127;ne;659;12;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9058_371_2400.bmp;140;786;25.0;128;;;;
69;eliptocyta;124;533;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9058_371_2400.bmp;598;193;25.0;65;;;;
143;mo;874;713;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9110_183_2600.bmp;841;1017;25.0;128;;;;
132;un;232;821;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9323_236_2450.bmp;979;364;19.0;158;;;;
120;ne;413;616;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9335_183_2600.bmp;738;533;25.0;122;;;;
117;ne;854;517;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9335_183_2600.bmp;623;971;25.0;106;;;;
122;eo;829;1156;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9335_183_2600.bmp;1262;951;25.0;106;;;;
114;bne;586;742;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9372_209_2550.bmp;854;700;27.0;112;;;;
113;ne;576;761;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9484_183_2650.bmp;889;689;25.0;128;;;;
97;rly;855;356;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9484_183_2650.bmp;452;952;25.0;96;;;;
88;ly;112;680;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9553_343_2200.bmp;751;200;25.0;71;;;;
93;ly;282;775;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9696_183_2600.bmp;877;375;19.0;102;;;;
137;ne;11;644;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9696_183_2600.bmp;765;148;19.0;121;;;;
84;ne;527;682;d:\DATA\DiagonAdatbazis_20170221-5\3_gepi_5_8_13\3_9874_183_2550.bmp;766;611;19.0;84;;;;
118;mo;804;986;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10033_1058_1950.bmp;1111;922;25.0;125;;;;
95;ly;246;635;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10044_635_2200.bmp;737;341;23.0;102;;;;
102;rly;131;969;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10083_194_2600.bmp;1080;233;19.0;111;;;;
123;ne;689;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10090_698_2200.bmp;380;812;25.0;112;;;;
84;ly;578;569;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10095_635_2200.bmp;642;662;25.0;73;;;;
108;mo;378;119;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10137_757_2150.bmp;286;486;25.0;167;;;;
78;ly;568;562;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10193_898_2000.bmp;643;646;25.0;81;;;;
136;mo;355;660;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10248_725_2150.bmp;797;491;25.0;137;;;;
97;rly;599;419;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10287_1042_1900.bmp;518;696;25.0;99;;;;
103;mo;152;136;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10296_898_2000.bmp;252;255;25.0;116;;;;
49;target cell;104;211;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10296_898_2000.bmp;261;153;25.0;50;;;;
102;rly;682;487;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10309_604_2200.bmp;582;784;25.0;95;;;;
89;rly;451;408;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10400_962_1850.bmp;504;540;25.0;96;;;;
77;ly;499;576;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10462_230_2400.bmp;671;576;19.0;95;;;;
99;ly;793;135;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10462_230_2400.bmp;238;892;19.0;103;;;;
110;mo;906;721;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10498_1058_1900.bmp;889;1016;25.0;168;;;;
86;ly;502;158;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10576_962_1900.bmp;243;588;25.0;85;;;;
97;ly;342;164;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10604_573_2150.bmp;265;439;25.0;101;;;;
29;th;430;436;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10604_573_2150.bmp;470;459;25.0;34;;;;
87;ly;851;1055;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10640_190_2550.bmp;1145;938;25.0;90;;;;
81;ly;412;989;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10650_1026_1900.bmp;1064;493;25.0;75;;;;
119;ne;268;410;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;522;387;25.0;112;;;;
60;target cell;376;427;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;481;436;25.0;54;;;;
131;mo;319;106;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;254;450;25.0;148;;;;
105;mo;374;172;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10745_819_1950.bmp;282;479;25.0;110;;;;
118;eo;28;368;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10886_446_2200.bmp;488;146;25.0;120;;;;
134;mo;63;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10896_261_2350.bmp;394;197;19.0;126;;;;
107;ne;156;726;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10896_261_2350.bmp;843;263;19.0;117;;;;
115;ne;365;1005;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10897_930_1900.bmp;1113;480;25.0;108;;;;
125;mo;412;934;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10897_930_1900.bmp;1038;537;25.0;104;;;;
90;ly;313;664;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10938_1090_1800.bmp;761;403;25.0;97;;;;
95;ly;543;1130;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10965_682_2150.bmp;1224;638;25.0;94;;;;
92;ly;212;720;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10979_635_2050.bmp;810;304;25.0;90;;;;
124;rly;504;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11005_261_2400.bmp;390;628;25.0;122;;;;
119;ne;171;590;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11037_190_2450.bmp;707;290;25.0;117;;;;
117;un;648;605;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11037_190_2450.bmp;729;765;25.0;124;;;;
130;eo;457;662;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11113_702_2050.bmp;788;587;25.0;126;;;;
126;eo;200;74;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11143_694_2000.bmp;196;326;25.0;122;;;;
102;ne;875;252;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11143_694_2000.bmp;360;977;25.0;108;;;;
97;ly;122;288;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11169_635_2050.bmp;383;219;27.0;95;;;;
92;rly;587;333;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11169_635_2050.bmp;425;679;27.0;92;;;;
121;ne;77;1073;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;1188;198;25.0;115;;;;
108;ne;651;481;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;587;759;25.0;106;;;;
94;ly;680;1177;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11195_186_2500.bmp;1266;774;25.0;89;;;;
101;rly;361;294;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11217_1026_1750.bmp;390;462;25.0;96;;;;
119;ne;282;837;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11248_182_2500.bmp;973;401;23.0;136;;;;
110;rly;491;875;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11248_182_2500.bmp;969;601;23.0;94;;;;
94;rly;527;1114;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11270_702_2050.bmp;1218;621;25.0;104;;;;
99;ne;677;277;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11270_702_2050.bmp;389;776;25.0;112;;;;
92;rly;368;629;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11283_698_2050.bmp;726;460;27.0;97;;;;
103;rly;424;326;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11350_994_1800.bmp;424;527;25.0;98;;;;
93;ly;58;986;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11367_994_1800.bmp;1078;151;25.0;92;;;;
111;mo;5;208;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11375_962_1800.bmp;321;116;25.0;113;;;;
116;ne;609;90;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11375_962_1800.bmp;207;725;25.0;117;;;;
100;ly;86;1122;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;1221;186;25.0;99;;;;
122;ne;579;793;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;914;701;25.0;121;;;;
108;ne;602;8;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11433_182_2500.bmp;127;710;25.0;119;;;;
116;mo;161;432;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11448_261_2350.bmp;585;277;25.0;153;;;;
112;ne;146;997;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11448_261_2350.bmp;1103;258;25.0;106;;;;
112;mo;372;360;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11456_711_2000.bmp;482;484;25.0;122;;;;
112;mo;43;618;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11464_702_2000.bmp;739;155;27.0;121;;;;
90;rly;905;863;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11505_666_2000.bmp;963;995;25.0;100;;;;
116;mo;59;435;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;545;175;25.0;110;;;;
95;rly;206;567;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;662;301;25.0;95;;;;
132;ne;574;842;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;951;706;25.0;109;;;;
133;ne;567;1077;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11517_267_2250.bmp;1180;700;25.0;103;;;;
135;ne;283;328;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11560_510_2100.bmp;436;418;25.0;108;;;;
108;mo;545;851;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11599_930_1800.bmp;959;653;27.0;108;;;;
104;rly;682;779;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11633_962_1700.bmp;884;786;25.0;105;;;;
121;ne;41;313;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11643_384_2150.bmp;443;162;25.0;130;;;;
88;ly;103;1031;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11671_541_2050.bmp;1125;191;25.0;94;;;;
97;rly;642;547;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11689_179_2450.bmp;649;739;19.0;102;;;;
85;rly;543;784;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11707_604_2000.bmp;896;628;25.0;112;;;;
90;ly;133;880;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11714_384_2100.bmp;972;223;25.0;92;;;;
87;rly;170;275;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11725_850_1800.bmp;372;257;25.0;97;;;;
124;ne;154;581;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11725_850_1800.bmp;690;278;25.0;109;;;;
114;mo;813;271;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11739_698_2000.bmp;389;927;27.0;118;;;;
60;target cell;592;695;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11739_698_2000.bmp;763;652;27.0;68;;;;
98;mo;819;1124;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11765_384_2150.bmp;1235;917;25.0;111;;;;
110;mo;675;501;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11776_604_2050.bmp;614;785;25.0;113;;;;
71;ly;628;110;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_179_2400.bmp;198;699;19.0;88;;;;
110;ne;545;1159;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_179_2400.bmp;1268;655;19.0;109;;;;
95;mmy;916;1085;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11791_702_1950.bmp;1208;1011;25.0;123;;;;
86;mmy;767;489;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11793_698_1950.bmp;611;853;25.0;122;;;;
99;rly;859;317;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11800_230_2250.bmp;417;958;25.0;100;;;;
117;mo;567;723;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11830_415_2150.bmp;829;684;25.0;106;;;;
133;ne;590;897;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11892_179_2450.bmp;1026;723;19.0;129;;;;
112;ne;609;246;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11892_179_2450.bmp;354;721;19.0;108;;;;
99;ly;208;864;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_11895_290_2250.bmp;952;307;25.0;88;;;;
83;ly;837;1105;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_12006_167_2450.bmp;1183;920;25.0;78;;;;
83;ly;412;679;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9894_866_2100.bmp;758;495;23.0;79;;;;
77;rly;576;460;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9932_962_1950.bmp;537;653;25.0;77;;;;
135;un;399;825;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_9962_190_2650.bmp;950;534;19.0;125;;;;
118;mo;804;986;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10033_1058_1950.bmp;1111;922;25.0;125;;;;
95;ly;246;635;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10044_635_2200.bmp;737;341;23.0;102;;;;
102;rly;131;969;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10083_194_2600.bmp;1080;233;19.0;111;;;;
123;ne;689;268;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10090_698_2200.bmp;380;812;25.0;112;;;;
84;ly;578;569;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10095_635_2200.bmp;642;662;25.0;73;;;;
108;mo;378;119;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10137_757_2150.bmp;286;486;25.0;167;;;;
78;ly;568;562;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10193_898_2000.bmp;643;646;25.0;81;;;;
136;mo;355;660;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10248_725_2150.bmp;797;491;25.0;137;;;;
97;rly;599;419;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10287_1042_1900.bmp;518;696;25.0;99;;;;
103;mo;152;136;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10296_898_2000.bmp;252;255;25.0;116;;;;
49;target cell;104;211;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10296_898_2000.bmp;261;153;25.0;50;;;;
102;rly;682;487;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10309_604_2200.bmp;582;784;25.0;95;;;;
89;rly;451;408;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10400_962_1850.bmp;504;540;25.0;96;;;;
77;ly;499;576;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10462_230_2400.bmp;671;576;19.0;95;;;;
99;ly;793;135;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10462_230_2400.bmp;238;892;19.0;103;;;;
110;mo;906;721;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10498_1058_1900.bmp;889;1016;25.0;168;;;;
86;ly;502;158;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10576_962_1900.bmp;243;588;25.0;85;;;;
97;ly;342;164;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10604_573_2150.bmp;265;439;25.0;101;;;;
29;th;430;436;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10604_573_2150.bmp;470;459;25.0;34;;;;
87;ly;851;1055;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10640_190_2550.bmp;1145;938;25.0;90;;;;
81;ly;412;989;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10650_1026_1900.bmp;1064;493;25.0;75;;;;
119;ne;268;410;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;522;387;25.0;112;;;;
60;target cell;376;427;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;481;436;25.0;54;;;;
131;mo;319;106;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10655_557_2200.bmp;254;450;25.0;148;;;;
105;mo;374;172;d:\DATA\DiagonAdatbazis_20170221-5\4_gepi_5_8_13\4_10745_819_1950.bmp;282;479;25.0;110;;;;
